ID,present,WC_alt,WC_bio1,WC_bio2,ER_tri,WC_bio12,lon,lat
69,1,180,18,12.5,5.269999980926514,958,-96.898391,33.086114
70,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.246122,34.08737
71,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.849946,39.330081
72,1,1436,9.800000190734863,18.299999237060547,22.850000381469727,283,-119.832642,38.981693
73,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.836588,39.319213
74,1,52,17,8.800000190734863,18.200000762939453,275,-117.231536,32.789214
75,1,1606,19.600000381469727,16.399999618530273,40.220001220703125,848,-102.853817,20.440516
76,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.697003,27.333178
77,1,1255,19.100000381469727,15.800000190734863,18.229999542236328,302,-105.623977,28.165427
78,1,13,6.5,10.300000190734863,15.5,1201,-64.38374,45.089388
79,1,192,7.599999904632568,9.699999809265137,3.1700000762939453,822,-79.759433,43.563259
80,1,206,18.600000381469727,12.300000190734863,6,867,-97.223003,32.663508
81,1,6,21.799999237060547,9.100000381469727,1.7000000476837158,889,-97.104107,28.039103
82,1,224,8.300000190734863,9.699999809265137,5.909999847412109,824,-87.966834,42.996307
83,1,87,8.300000190734863,9,7.449999809265137,778,-79.484806,43.657958
84,1,1654,19.600000381469727,15.899999618530273,47.08000183105469,834,-102.335951,20.190197
85,1,434,15,17.600000381469727,43.029998779296875,277,-120.870773,36.730788
86,1,79,11.199999809265137,11.5,11.649999618530273,1156,-75.067486,40.294601
87,1,94,16.100000381469727,13.100000381469727,8.460000038146973,1179,-80.159159,34.805276
88,1,1169,13.5,11.899999618530273,60.36000061035156,348,-118.82962,34.7881
89,1,164,18.600000381469727,12.100000381469727,6.449999809265137,869,-97.125588,32.786035
90,1,335,6.5,10,4.25,909,-80.294968,43.524005
91,1,1477,19.899999618530273,16.600000381469727,29.31999969482422,915,-103.103212,20.58993
92,1,1514,13.399999618530273,16.799999237060547,13.390000343322754,436,-112.315721,34.610247
93,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.238655,34.087145
94,1,1278,10.800000190734863,13.399999618530273,3.390000104904175,461,-111.924325,40.957578
95,1,400,13.600000381469727,13,7.809999942779541,1147,-94.297561,36.351381
96,1,130,8.100000381469727,9.5,8.199999809265137,809,-79.694275,43.484512
97,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.743653,27.330597
98,1,119,15.199999809265137,12.199999809265137,5.650000095367432,1333,-88.921381,35.625171
99,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.710755,27.31352
100,1,362,14.600000381469727,12.600000381469727,58.040000915527344,552,-121.992038,37.890631
101,1,4,15.899999618530273,14.699999809265137,1.190000057220459,453,-121.62035,38.545328
102,1,163,19.299999237060547,12.800000190734863,3.4800000190734863,865,-97.373628,30.724095
103,1,88,6.800000190734863,10,5.590000152587891,913,-76.315907,44.273773
104,1,13,9.699999809265137,11,9.550000190734863,1119,-71.093015,42.404094
105,1,33,11.300000190734863,10.899999618530273,13.09000015258789,1056,-122.727935,45.674657
106,1,1432,12.100000381469727,14.300000190734863,88.54000091552734,678,-116.572787,32.983579
107,1,295,18,15.899999618530273,21.860000610351562,274,-117.33563,33.924421
108,1,463,20.899999618530273,16.700000762939453,18.360000610351562,271,-112.331873,33.756771
109,1,308,14.300000190734863,13.300000190734863,10.609999656677246,1219,-81.180358,35.817422
110,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.743428,27.331267
111,1,162,15.5,13.199999809265137,31.399999618530273,434,-119.197749,34.300284
112,1,365,8.600000381469727,13.5,4.170000076293945,642,-96.890117,42.782255
113,1,78,6.900000095367432,9.899999618530273,3.1500000953674316,923,-76.362545,44.207983
114,1,86,23,12.699999809265137,6.440000057220459,542,-99.104429,26.536229
115,1,108,13.399999618530273,11.800000190734863,46.0099983215332,777,-122.083755,36.96199
116,1,4,16.600000381469727,11.800000190734863,2.4200000762939453,1338,-77.031827,35.135313
117,1,119,15.199999809265137,12.199999809265137,5.650000095367432,1333,-88.929561,35.635334
118,1,137,16.700000762939453,11.699999809265137,29.829999923706055,330,-117.764682,33.586518
119,1,1162,14.800000190734863,16.100000381469727,97.87999725341797,370,-116.439337,33.605135
120,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.242725,34.089688
121,1,209,6.099999904632568,12.800000190734863,41.47999954223633,925,-72.12074,43.992906
122,1,186,18.299999237060547,12.199999809265137,5.579999923706055,876,-97.166152,32.876559
123,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.858821,39.330152
124,1,370,14.800000190734863,12.600000381469727,12.640000343322754,1455,-84.121337,34.190615
125,1,192,18.200000762939453,12,5.550000190734863,957,-96.779688,32.955642
126,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.842205,39.32597
127,1,227,16.799999237060547,12.600000381469727,29.719999313354492,358,-117.115781,33.136031
128,1,48,9.699999809265137,8.5,19.280000686645508,1421,-122.815772,49.237142
129,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.696247,27.333013
130,1,16,12.100000381469727,8.600000381469727,8.489999771118164,1134,-73.999074,40.69647
131,1,120,18.399999618530273,12.600000381469727,4.050000190734863,936,-96.661785,32.629725
132,1,183,10.100000381469727,9.899999618530273,1.2999999523162842,930,-87.609186,41.787758
133,1,328,9.399999618530273,11.100000381469727,8.079999923706055,949,-81.911627,41.076917
134,1,168,7.599999904632568,9.699999809265137,3.740000009536743,791,-79.639364,43.737627
135,1,188,17.299999237060547,12.899999618530273,35.5,342,-117.027814,33.069397
136,1,192,18.200000762939453,12,5.550000190734863,957,-96.778218,32.955812
137,1,978,15.5,15.199999809265137,2.880000114440918,478,-101.825214,33.589609
138,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.239168,34.086415
139,1,14,9.800000190734863,10.699999809265137,7.610000133514404,1138,-71.047775,42.327658
140,1,299,16.399999618530273,12.5,60.27000045776367,489,-118.707447,34.102291
141,1,230,19.5,12.300000190734863,6.75,843,-97.601385,30.496761
142,1,1278,10.800000190734863,13.399999618530273,3.390000104904175,461,-111.929367,40.956847
143,1,322,17.200000762939453,14.399999618530273,4.789999961853027,738,-98.595355,34.101518
144,1,978,15.5,15.199999809265137,2.880000114440918,478,-101.827573,33.596401
145,1,5,14.699999809265137,8.399999618530273,7.739999771118164,516,-122.256622,37.806045
146,1,122,8.199999809265137,9.600000381469727,8.960000038146973,820,-79.761796,43.401879
147,1,91,10.800000190734863,11.899999618530273,27.06999969482422,1215,-123.099827,45.481762
148,1,120,18.399999618530273,12.600000381469727,4.050000190734863,936,-96.659849,32.632431
149,1,306,17.399999618530273,14.100000381469727,3.9200000762939453,736,-98.557573,33.94434
150,1,183,17.700000762939453,13.399999618530273,33.29999923706055,334,-116.962464,32.849381
151,1,167,15.199999809265137,11.899999618530273,61.56999969482422,469,-119.904478,34.434739
152,1,140,24.100000381469727,17.600000381469727,30.1200008392334,550,-108.734079,26.092849
153,1,472,17.399999618530273,15.600000381469727,57.5099983215332,509,-117.644178,34.140997
154,1,3,15.199999809265137,11.399999618530273,12.1899995803833,344,-121.98720899999999,37.445562
155,1,15,12,9,13.289999961853027,1157,-74.003378,40.648857
156,1,0,14.800000190734863,10.600000381469727,2.1700000762939453,411,-122.094159,37.548665
157,1,3,15.199999809265137,11.399999618530273,12.1899995803833,344,-121.940085,37.424986
158,1,45,13,8.199999809265137,46.06999969482422,641,-122.505073,37.595242
159,1,299,16.399999618530273,12.5,60.27000045776367,489,-118.705247,34.099897
160,1,172,15.300000190734863,11.899999618530273,66.26000213623047,482,-119.758195,34.423678
161,1,491,4.900000095367432,11.5,72.160003662109375,1123,-72.854432,44.116064
162,1,97,16.899999618530273,13.600000381469727,8.609999656677246,1195,-81.21951,34.005693
163,1,138,16.299999237060547,11.199999809265137,62.119998931884766,307,-117.568396,33.375594
164,1,227,16.799999237060547,12.600000381469727,29.719999313354492,358,-117.11607,33.135061
165,1,224,8.300000190734863,9.699999809265137,5.909999847412109,824,-87.971146,42.990026
166,1,2297,15.5,16.700000762939453,37.220001220703125,678,-99.160318,19.946865
167,1,176,17.899999618530273,12.300000190734863,32.08000183105469,404,-118.294735,34.147007
168,1,606,19.299999237060547,14.300000190734863,24.079999923706055,110,-115.002485,36.079464
169,1,86,23,12.699999809265137,6.440000057220459,542,-99.155931,26.537408
170,1,62,13.600000381469727,12,26.139999389648438,736,-122.025939,36.958478
171,1,1523,18.600000381469727,14,19.010000228881836,305,-100.946033,25.43635
172,1,164,18.600000381469727,12.100000381469727,6.449999809265137,869,-97.126694,32.782801
173,1,1243,16.100000381469727,17.600000381469727,5.619999885559082,262,-105.969833,32.51484
174,1,799,11.100000381469727,15.399999618530273,17.6299991607666,195,-115.98173,42.947137
175,1,314,17.299999237060547,14.199999809265137,4.579999923706055,742,-98.552369,34.061102
176,1,8,10,8.5,4.630000114440918,1065,-123.131073,49.054609
177,1,322,17.200000762939453,14.399999618530273,4.789999961853027,738,-98.649492,34.117147
178,1,20,17.899999618530273,10.5,3.5799999237060547,327,-118.293589,33.865806
179,1,128,15,12.300000190734863,5.75,1337,-88.844213,35.717908
180,1,98,5.900000095367432,9.800000190734863,4.710000038146973,861,-75.784191,45.277012
181,1,66,13.800000190734863,8,30.270000457763672,630,-122.475344,37.801111
182,1,62,13.600000381469727,12,26.139999389648438,736,-122.014455,36.967084
183,1,299,16.399999618530273,12.5,60.27000045776367,489,-118.704925,34.099581
184,1,181,18.600000381469727,12.199999809265137,6.920000076293945,860,-97.172467,32.744115
185,1,188,17.299999237060547,12.899999618530273,35.5,342,-117.029425,33.072489
186,1,38,9.600000381469727,11,9.430000305175781,1146,-71.124114,42.299042
187,1,96,13.800000190734863,9.300000190734863,61.68000030517578,897,-122.523224,37.88656
188,1,2237,16.600000381469727,14.600000381469727,52.7599983215332,745,-101.270729,21.016175
189,1,181,18.600000381469727,12.199999809265137,6.920000076293945,860,-97.172387,32.744022
190,1,38,11,10.899999618530273,21.239999771118164,1193,-73.871884,41.120587
191,1,175,9.899999618530273,9.300000190734863,2.4600000381469727,858,-82.822937,41.541523
192,1,1995,17.299999237060547,16.399999618530273,42.81999969482422,894,-101.759218,19.962569
193,1,77,12.800000190734863,8.5,67.95999908447266,680,-122.501426,37.512531
194,1,223,10.800000190734863,11.199999809265137,2.25,960,-88.212867,40.103203
195,1,208,17.200000762939453,12.300000190734863,27.270000457763672,336,-117.005769,32.855081
196,1,62,13.600000381469727,12,26.139999389648438,736,-122.064403,36.95043
197,1,994,16.799999237060547,16.899999618530273,13.479999542236328,323,-104.26527,32.448819
198,1,2428,14.800000190734863,15.899999618530273,70.2699966430664,703,-99.124598,20.004922
199,1,14,17.200000762939453,11.199999809265137,2.1500000953674316,292,-117.937723,33.666969
200,1,163,19.299999237060547,12.800000190734863,3.4800000190734863,865,-97.373737,30.727213
201,1,6,22.399999618530273,10.600000381469727,1.4500000476837158,668,-97.747567,27.304749
202,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.239762,34.08419
203,1,220,17.5,12.199999809265137,25.610000610351562,405,-118.398963,34.144611
204,1,204,17.299999237060547,12.800000190734863,42,303,-116.988462,32.677379
205,1,779,11.199999809265137,15.699999809265137,11.640000343322754,190,-115.877508,42.858325
206,1,7,10.399999618530273,8.600000381469727,19.350000381469727,1979,-123.929757,46.190148
207,1,103,18.200000762939453,13.5,18.450000762939453,403,-118.061381,34.035934
208,1,252,7.400000095367432,9.800000190734863,4.150000095367432,945,-81.281353,42.856532
209,1,79,12.800000190734863,11.899999618530273,13.130000114440918,1034,-77.099345,38.993947
210,1,531,16.200000762939453,15,41.33000183105469,430,-118.44065,34.4198
211,1,1393,14.199999809265137,19.5,12.899999618530273,239,-106.882032,33.804561
212,1,188,15.5,13,9.6899995803833,1418,-86.805486,34.562457
213,1,13,13.600000381469727,10.800000190734863,5.96999979019165,389,-121.802599,36.690539
214,1,188,15.5,13,9.6899995803833,1418,-86.803035,34.562139
215,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.859312,39.271843
216,1,404,9.100000381469727,11.800000190734863,72.98999786376953,291,-119.534883,49.089312
217,1,587,17.200000762939453,16.299999237060547,39.45000076293945,382,-117.147148,34.059171
218,1,959,15.399999618530273,15.199999809265137,1.7799999713897705,511,-101.484978,33.667205
219,1,1278,10.800000190734863,13.399999618530273,3.390000104904175,461,-111.928401,40.964853
220,1,303,17.5,14.199999809265137,3.5199999809265137,734,-98.536835,33.906511
221,1,4,15.899999618530273,14.699999809265137,1.190000057220459,453,-121.637662,38.562361
222,1,149,19.5,12.699999809265137,4.960000038146973,870,-97.252162,30.57128
223,1,230,18.299999237060547,12.699999809265137,8.1899995803833,827,-97.428317,32.588932
224,1,66,13.800000190734863,8,30.270000457763672,630,-122.486885,37.769313
225,1,4,15.899999618530273,14.699999809265137,1.190000057220459,453,-121.628455,38.551802
226,1,46,11.800000190734863,10.699999809265137,20.889999389648438,1097,-122.652052,45.484543
227,1,1903,13.100000381469727,13.600000381469727,109.23999786376953,613,-110.72513,32.352163
228,1,239,13.5,11.399999618530273,66.44999694824219,1035,-122.586183,38.079001
229,1,208,9.399999618530273,11.5,2.6700000762939453,931,-88.181223,41.72599
230,1,20,12,8.899999618530273,13.300000190734863,1140,-73.95829,40.797722
231,1,1559,20.100000381469727,15.800000190734863,23.729999542236328,854,-102.671239,20.361155
232,1,858,10.300000190734863,14.100000381469727,17.68000030517578,336,-116.230605,43.628754
233,1,112,9.800000190734863,6.300000190734863,35.790000915527344,1159,-123.782588,49.499418
234,1,250,18.299999237060547,12.699999809265137,6.449999809265137,850,-97.356337,32.558527
235,1,314,17.299999237060547,14.199999809265137,4.579999923706055,742,-98.546574,34.044624
236,1,314,17.299999237060547,14.199999809265137,4.579999923706055,742,-98.543839,34.04515
237,1,82,12.800000190734863,11.699999809265137,10.630000114440918,1053,-77.011825,38.917676
238,1,21,15.600000381469727,14.100000381469727,5.539999961853027,332,-121.703683,37.93935
239,1,2160,15.899999618530273,15.399999618530273,45.880001068115234,1039,-101.572902,19.582356
240,1,34,9.699999809265137,7.300000190734863,14,763,-123.334883,48.452825
241,1,284,10.5,11.899999618530273,1.6399999856948853,952,-83.193613,40.020486
242,1,187,12.800000190734863,11.600000381469727,7.800000190734863,970,-90.39249,38.677494
243,1,162,15.5,13.199999809265137,31.399999618530273,434,-119.199337,34.303057
244,1,2117,6.199999809265137,15,118.58999633789062,659,-119.833423,38.986486
245,1,777,15.399999618530273,14.100000381469727,100.06999969482422,579,-118.122043,34.200782
246,1,120,18.399999618530273,12.600000381469727,4.050000190734863,936,-96.661389,32.635154
247,1,779,11.199999809265137,15.699999809265137,11.640000343322754,190,-115.876893,42.895962
248,1,137,15,12.399999618530273,6.710000038146973,1341,-88.813947,35.614517
249,1,106,14.300000190734863,11.699999809265137,29.579999923706055,523,-122.109081,37.334271
250,1,47,12.899999618530273,9,35.939998626708984,654,-122.441683,37.448658
251,1,430,14.800000190734863,13.100000381469727,69.2300033569336,537,-121.866691,37.851066
252,1,284,10.5,11.899999618530273,1.6399999856948853,952,-83.193522,40.02042
253,1,1523,18.600000381469727,14,19.010000228881836,305,-100.940325,25.438966
254,1,20,12,8.899999618530273,13.300000190734863,1140,-73.976897,40.793633
255,1,399,16.5,12.800000190734863,46.72999954223633,504,-118.550545,34.097936
256,1,16,12.100000381469727,8.600000381469727,8.489999771118164,1134,-73.959706,40.688978
257,1,170,7.800000190734863,9.600000381469727,5.889999866485596,824,-79.76493,43.418492
258,1,230,19.200000762939453,12.5,7.039999961853027,848,-97.639893,30.684061
259,1,44,14.300000190734863,14,31.280000686645508,746,-122.50809,38.20853
260,1,1130,7.199999809265137,16.600000381469727,56.86000061035156,319,-120.749751,44.305093
261,1,19,9.800000190734863,11.800000190734863,5.230000019073486,1142,-72.621706,41.830687
262,1,299,16.399999618530273,12.5,60.27000045776367,489,-118.70927,34.101056
263,1,252,7.5,9.800000190734863,5.059999942779541,938,-81.429626,42.946139
264,1,62,13.600000381469727,12,26.139999389648438,736,-122.060463,36.955858
265,1,20,12,8.899999618530273,13.300000190734863,1140,-73.958556,40.784578
266,1,14,23,10,0.8999999761581421,674,-97.593795,26.139164
267,1,1606,19.600000381469727,16.399999618530273,40.220001220703125,848,-102.845167,20.439793
268,1,3,18.799999237060547,10.899999618530273,4.010000228881836,1273,-80.775975,32.241868
269,1,1675,9.800000190734863,15.800000190734863,9.729999542236328,423,-104.952063,39.584606
270,1,683,23.700000762939453,14.699999809265137,30.579999923706055,1189,-92.446529,16.33002
271,1,424,16.399999618530273,15.100000381469727,27.530000686645508,410,-118.528442,34.4273
272,1,94,8,9.199999809265137,6.519999980926514,769,-78.931575,43.904643
273,1,71,14.399999618530273,9.300000190734863,25.809999465942383,601,-122.28429,37.843117
274,1,52,14.5,14,20.639999389648438,754,-122.476525,38.242755
275,1,1576,19.899999618530273,15.800000190734863,16.940000534057617,830,-102.599962,20.340162
276,1,6,17.100000381469727,9.199999809265137,6.130000114440918,230,-117.09345,32.65439
277,1,230,10.600000381469727,11.699999809265137,3.569999933242798,937,-89.008189,40.65101
278,1,180,18,12.5,5.269999980926514,958,-96.898125,33.128139
279,1,22,20.299999237060547,9.800000190734863,1.1799999475479126,1131,-95.481113,29.67782
280,1,263,7.400000095367432,11.699999809265137,3.890000104904175,795,-84.845943,43.712859
281,1,573,8.199999809265137,10.699999809265137,70.51000213623047,2426,-123.341849,45.496928
282,1,165,17.299999237060547,10.100000381469727,45.939998626708984,366,-118.335503,33.779112
283,1,335,6.5,10,4.25,909,-80.296227,43.524741
284,1,1337,7.400000095367432,15.100000381469727,2.059999942779541,263,-112.791426,42.966037
285,1,197,13.100000381469727,11.600000381469727,56.400001525878906,829,-122.219246,37.032196
286,1,13,9.699999809265137,11,9.550000190734863,1119,-71.086072,42.402236
287,1,9,16,14.100000381469727,1.0499999523162842,445,-121.4947,38.577077
288,1,149,18.5,12.5,5.320000171661377,928,-96.679669,32.613348
289,1,1491,9.699999809265137,17.700000762939453,42.119998931884766,217,-119.725447,39.424861
290,1,133,8.100000381469727,8.800000190734863,8.779999732971191,785,-79.296882,43.68839
291,1,152,18.200000762939453,12.399999618530273,4.170000076293945,917,-96.987204,33.063941
292,1,478,17.5,16,26.270000457763672,308,-117.109579,33.889061
293,1,183,17.700000762939453,13.399999618530273,33.29999923706055,334,-116.961632,32.85001
294,1,227,16.799999237060547,12.600000381469727,29.719999313354492,358,-117.116028,33.13507
295,1,245,17.200000762939453,13.300000190734863,17.43000030517578,418,-118.53429,34.188121
296,1,287,19.100000381469727,12.399999618530273,11.140000343322754,832,-97.81243,30.65105
297,1,88,8.5,11.800000190734863,7.019999980926514,954,-73.846046,42.690821
298,1,167,17,11.5,32.959999084472656,326,-117.124277,32.954826
299,1,93,11.800000190734863,10.5,11.930000305175781,1135,-75.385633,39.949453
300,1,130,10.600000381469727,11.5,16.540000915527344,1137,-75.516456,40.386464
301,1,13,12.100000381469727,8.5,3.9000000953674316,1136,-73.997457,40.653311
302,1,128,15,12.300000190734863,5.75,1337,-88.909798,35.692295
303,1,25,16.200000762939453,15.100000381469727,10.25,490,-121.847353,39.323854
304,1,1444,15.399999618530273,16.399999618530273,49.470001220703125,562,-110.914081,31.214299
305,1,253,19.399999618530273,12.300000190734863,7.800000190734863,838,-97.697811,30.460296
306,1,205,7.400000095367432,9.800000190734863,6.039999961853027,818,-79.780049,43.647411
307,1,207,17.899999618530273,13.100000381469727,30.860000610351562,442,-118.236353,34.085335
308,1,62,13.600000381469727,12,26.139999389648438,736,-122.057572,36.950281
309,1,299,16.399999618530273,12.5,60.27000045776367,489,-118.708444,34.101518
310,1,11,22.5,11,1.2899999618530273,661,-97.776323,27.302628
311,1,250,10.600000381469727,11.399999618530273,3.140000104904175,1010,-85.963728,39.965647
312,1,1592,9.5,16,16.110000610351562,398,-105.211386,40.087411
313,1,164,18.600000381469727,12.100000381469727,6.449999809265137,869,-97.126855,32.781547
314,1,62,13.600000381469727,12,26.139999389648438,736,-122.060508,36.986713
315,1,145,10.399999618530273,11.699999809265137,45.790000915527344,1423,-123.210013,45.481525
316,1,258,14.800000190734863,15.800000190734863,38.84000015258789,351,-121.260215,36.791272
317,1,208,17.200000762939453,12.300000190734863,27.270000457763672,336,-117.005746,32.85721
318,1,352,15.399999618530273,13.300000190734863,10.279999732971191,1389,-84.920179,33.647615
319,1,8,19.700000762939453,10,2,1596,-88.765078,30.397917
320,1,152,18.200000762939453,12.399999618530273,4.170000076293945,917,-96.992733,33.063038
321,1,19,7.699999809265137,10.5,7.820000171661377,1142,-69.925108,43.896433
322,1,603,13.800000190734863,18.899999618530273,74.470001220703125,425,-120.91223,36.252747
323,1,217,10.199999809265137,11.300000190734863,25.799999237060547,1122,-76.249723,40.270982
324,1,779,11.199999809265137,15.699999809265137,11.640000343322754,190,-115.875352,42.899563
325,1,7,22.399999618530273,10.699999809265137,1.559999942779541,678,-97.696622,27.333335
326,1,54,18.200000762939453,12.300000190734863,2.4600000381469727,1203,-93.663025,32.444603
327,1,66,13.800000190734863,8,30.270000457763672,630,-122.458984,37.798482
328,1,994,16.799999237060547,16.899999618530273,13.479999542236328,323,-104.276236,32.420988
329,1,13,12.100000381469727,8.5,3.9000000953674316,1136,-73.987183,40.654163
330,1,239,17.399999618530273,13.100000381469727,11.960000038146973,391,-118.474197,34.180225
331,1,20,17.600000381469727,10.100000381469727,10.3100004196167,335,-118.427471,33.97027
332,1,100,10.300000190734863,10,38.2599983215332,1356,-122.913493,47.60925
333,1,119,15.199999809265137,12.199999809265137,5.650000095367432,1333,-88.923612,35.634785
334,1,779,11.199999809265137,15.699999809265137,11.640000343322754,190,-115.876658,42.895835
335,1,18,8.5,11.300000190734863,5.400000095367432,1134,-70.762553,43.071755
336,1,442,21.100000381469727,16.600000381469727,14.25,262,-112.154972,33.726298
337,1,30,11.199999809265137,11.699999809265137,4.880000114440918,1177,-74.429463,40.459891
338,1,41,13.899999618530273,12.300000190734863,16.239999771118164,682,-121.955318,36.970809
